ORDERDATE,SHIPADDRESS,REQUIREDDATE,SHIPNAME,SHIPCOUNTRY,SHIPPEDDATE,EMPLOYEEID,SHIPREGION,FREIGHT,ORDERID,SHIPVIA,SHIPPOSTALCODE,CUSTOMERID,SHIPCITY,SITEID
05/19/1995 12:00:00 AM,"12, rue des Bouchers",06/16/1995 12:00:00 AM,Bon app',France,05/22/1995 12:00:00 AM,4,,350.64,10511,3,13008,FRANC,Marseille,2
05/19/1995 12:00:00 AM,187 Suffolk Ln.,06/16/1995 12:00:00 AM,Save-a-lot Markets,USA,05/29/1995 12:00:00 AM,6,ID,367.63,10510,3,83720,USADI,Boise,8
05/22/1995 12:00:00 AM,"Rua Orós, 92",06/19/1995 12:00:00 AM,Familia Arquibaldo,Brazil,05/25/1995 12:00:00 AM,7,SP,3.53,10512,2,05442-030,BRAZL,São Paulo,2
05/23/1995 12:00:00 AM,Adenauerallee 900,07/04/1995 12:00:00 AM,Die Wandernde Kuh,Germany,05/29/1995 12:00:00 AM,7,,105.65,10513,1,70563,GERMN,Stuttgart,3
05/23/1995 12:00:00 AM,Kirchgasse 6,06/20/1995 12:00:00 AM,Ernst Handel,Austria,06/16/1995 12:00:00 AM,3,,789.95,10514,2,8010,AUSTR,Graz,1
05/24/1995 12:00:00 AM,Taucherstraße 10,06/07/1995 12:00:00 AM,QUICK-Stop,Germany,06/23/1995 12:00:00 AM,2,,204.47,10515,1,01307,GERMN,Cunewalde,10
05/25/1995 12:00:00 AM,8 Johnstown Road,06/22/1995 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,06/01/1995 12:00:00 AM,2,Co. Cork,62.78,10516,3,,IRLND,Cork,1
05/25/1995 12:00:00 AM,"South House, 300 Queensbridge",06/22/1995 12:00:00 AM,North/South,UK,05/30/1995 12:00:00 AM,3,,32.07,10517,3,SW7 1RZ,UKDST,London,6
05/26/1995 12:00:00 AM,Avda. Azteca 123,06/09/1995 12:00:00 AM,Tortuga Restaurante,Mexico,06/05/1995 12:00:00 AM,4,,218.15,10518,2,05033,MEXIC,México D.F.,5
05/29/1995 12:00:00 AM,Hauptstr. 31,06/26/1995 12:00:00 AM,Chop-suey Chinese,Switzerland,06/01/1995 12:00:00 AM,6,,91.76,10519,3,3012,SWISS,Bern,1
05/30/1995 12:00:00 AM,Cerrito 333,06/27/1995 12:00:00 AM,Cactus Comidas para llevar,Argentina,06/02/1995 12:00:00 AM,8,,17.22,10521,2,1010,ARGEN,Buenos Aires,1
05/30/1995 12:00:00 AM,Erling Skakkes gate 78,06/27/1995 12:00:00 AM,Santé Gourmet,Norway,06/01/1995 12:00:00 AM,7,,13.37,10520,1,4110,NORWY,Stavern,1
05/31/1995 12:00:00 AM,Magazinweg 7,06/28/1995 12:00:00 AM,Lehmanns Marktstand,Germany,06/06/1995 12:00:00 AM,4,,45.33,10522,1,60528,GERMN,Frankfurt a.M.,7
06/01/1995 12:00:00 AM,90 Wadhurst Rd.,06/29/1995 12:00:00 AM,Seven Seas Imports,UK,06/30/1995 12:00:00 AM,7,,77.63,10523,2,OX15 4NB,UKDST,London,7
06/01/1995 12:00:00 AM,Berguvsvägen  8,06/29/1995 12:00:00 AM,Berglunds snabbköp,Sweden,06/07/1995 12:00:00 AM,1,,244.79,10524,2,S-958 22,SWEDN,Luleå,1
06/02/1995 12:00:00 AM,"12, rue des Bouchers",06/30/1995 12:00:00 AM,Bon app',France,06/23/1995 12:00:00 AM,1,,11.06,10525,2,13008,FRANC,Marseille,2
06/05/1995 12:00:00 AM,Taucherstraße 10,07/03/1995 12:00:00 AM,QUICK-Stop,Germany,06/07/1995 12:00:00 AM,7,,41.9,10527,1,01307,GERMN,Cunewalde,10
06/05/1995 12:00:00 AM,Torikatu 38,07/03/1995 12:00:00 AM,Wartian Herkku,Finland,06/15/1995 12:00:00 AM,4,,58.59,10526,2,90110,FNLND,Oulu,1
06/06/1995 12:00:00 AM,2732 Baker Blvd.,06/20/1995 12:00:00 AM,Great Lakes Food Market,USA,06/09/1995 12:00:00 AM,6,OR,3.35,10528,2,97403,USADI,Eugene,1
06/07/1995 12:00:00 AM,Rue Joseph-Bens 532,07/05/1995 12:00:00 AM,Maison Dewey,Belgium,06/09/1995 12:00:00 AM,5,,66.69,10529,2,B-1180,BELGM,Bruxelles,1
06/08/1995 12:00:00 AM,Geislweg 14,07/06/1995 12:00:00 AM,Piccolo und mehr,Austria,06/12/1995 12:00:00 AM,3,,339.22,10530,2,5020,AUSTR,Salzburg,2
06/08/1995 12:00:00 AM,"Ing. Gustavo Moncada 8585, Piso 20-A",07/06/1995 12:00:00 AM,Océano Atlántico Ltda.,Argentina,06/19/1995 12:00:00 AM,7,,8.12,10531,1,1010,ARGEN,Buenos Aires,2
06/09/1995 12:00:00 AM,35 King George,07/07/1995 12:00:00 AM,Eastern Connection,UK,06/12/1995 12:00:00 AM,7,,74.46,10532,3,WX3 6FW,UKDST,London,4
06/12/1995 12:00:00 AM,Magazinweg 7,07/10/1995 12:00:00 AM,Lehmanns Marktstand,Germany,06/14/1995 12:00:00 AM,8,,27.94,10534,2,60528,GERMN,Frankfurt a.M.,7
06/12/1995 12:00:00 AM,Åkergatan 24,07/10/1995 12:00:00 AM,Folk och fä HB,Sweden,06/22/1995 12:00:00 AM,8,,188.04,10533,1,S-844 67,SWEDN,Bräcke,2
06/13/1995 12:00:00 AM,Mataderos  2312,07/11/1995 12:00:00 AM,Antonio Moreno Taquería,Mexico,06/21/1995 12:00:00 AM,4,,15.64,10535,1,05023,MEXIC,México D.F.,2
06/14/1995 12:00:00 AM,Magazinweg 7,07/12/1995 12:00:00 AM,Lehmanns Marktstand,Germany,07/07/1995 12:00:00 AM,3,,58.88,10536,2,60528,GERMN,Frankfurt a.M.,7
06/14/1995 12:00:00 AM,Starenweg 5,06/28/1995 12:00:00 AM,Richter Supermarkt,Switzerland,06/19/1995 12:00:00 AM,1,,78.85,10537,1,1204,SWISS,Genève,2
06/15/1995 12:00:00 AM,Fauntleroy Circus,07/13/1995 12:00:00 AM,B's Beverages,UK,06/16/1995 12:00:00 AM,9,,4.87,10538,3,EC2 5NT,UKDST,London,2
06/16/1995 12:00:00 AM,Fauntleroy Circus,07/14/1995 12:00:00 AM,B's Beverages,UK,06/23/1995 12:00:00 AM,6,,12.36,10539,3,EC2 5NT,UKDST,London,2
06/19/1995 12:00:00 AM,"Rua do Paço, 67",07/17/1995 12:00:00 AM,Hanari Carnes,Brazil,06/29/1995 12:00:00 AM,2,RJ,68.65,10541,1,05454-876,BRAZL,Rio de Janeiro,4
06/19/1995 12:00:00 AM,Taucherstraße 10,07/17/1995 12:00:00 AM,QUICK-Stop,Germany,07/14/1995 12:00:00 AM,3,,1007.64,10540,3,01307,GERMN,Cunewalde,10
06/20/1995 12:00:00 AM,Maubelstr. 90,07/18/1995 12:00:00 AM,Königlich Essen,Germany,06/26/1995 12:00:00 AM,1,,10.95,10542,3,14776,GERMN,Brandenburg,6
06/21/1995 12:00:00 AM,89 Chiaroscuro Rd.,07/19/1995 12:00:00 AM,Lonesome Pine Restaurant,USA,06/30/1995 12:00:00 AM,4,OR,24.91,10544,1,97219,USADI,Portland,5
06/21/1995 12:00:00 AM,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,07/19/1995 12:00:00 AM,LILA-Supermercado,Venezuela,06/23/1995 12:00:00 AM,8,Lara,48.17,10543,2,3508,VENEZ,Barquisimeto,3
06/22/1995 12:00:00 AM,12 Orchestra Terrace,07/20/1995 12:00:00 AM,Lazy K Kountry Store,USA,07/27/1995 12:00:00 AM,8,WA,11.92,10545,2,99362,USADI,Walla Walla,3
06/23/1995 12:00:00 AM,"2, rue du Commerce",07/21/1995 12:00:00 AM,Victuailles en stock,France,06/27/1995 12:00:00 AM,1,,194.72,10546,3,69004,FRANC,Lyon,10
06/23/1995 12:00:00 AM,90 Wadhurst Rd.,07/21/1995 12:00:00 AM,Seven Seas Imports,UK,07/03/1995 12:00:00 AM,3,,178.43,10547,2,OX15 4NB,UKDST,London,7
06/26/1995 12:00:00 AM,Luisenstr. 48,07/24/1995 12:00:00 AM,Toms Spezialitäten,Germany,07/03/1995 12:00:00 AM,3,,1.43,10548,2,44087,GERMN,Münster,11
06/27/1995 12:00:00 AM,Taucherstraße 10,07/11/1995 12:00:00 AM,QUICK-Stop,Germany,06/30/1995 12:00:00 AM,5,,171.24,10549,1,01307,GERMN,Cunewalde,10
06/28/1995 12:00:00 AM,"C/ Romero, 33",07/26/1995 12:00:00 AM,Godos Cocina Típica,Spain,07/07/1995 12:00:00 AM,7,,4.32,10550,3,41101,SPAIN,Sevilla,4
06/28/1995 12:00:00 AM,Jardim das rosas n. 32,08/09/1995 12:00:00 AM,Furia Bacalhau e Frutos do Mar,Portugal,07/07/1995 12:00:00 AM,4,,72.95,10551,3,1675,PORTU,Lisboa,1
06/29/1995 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,07/27/1995 12:00:00 AM,HILARIÓN-Abastos,Venezuela,07/06/1995 12:00:00 AM,2,Táchira,83.22,10552,1,5022,VENEZ,San Cristóbal,2
06/30/1995 12:00:00 AM,Mehrheimerstr. 369,07/28/1995 12:00:00 AM,Ottilies Käseladen,Germany,07/06/1995 12:00:00 AM,4,,120.97,10554,3,50739,GERMN,Köln,9
06/30/1995 12:00:00 AM,Torikatu 38,07/28/1995 12:00:00 AM,Wartian Herkku,Finland,07/04/1995 12:00:00 AM,2,,149.49,10553,2,90110,FNLND,Oulu,1
07/03/1995 12:00:00 AM,187 Suffolk Ln.,07/31/1995 12:00:00 AM,Save-a-lot Markets,USA,07/05/1995 12:00:00 AM,6,ID,252.49,10555,3,83720,USADI,Boise,8
07/04/1995 12:00:00 AM,Magazinweg 7,07/18/1995 12:00:00 AM,Lehmanns Marktstand,Germany,07/07/1995 12:00:00 AM,9,,96.72,10557,2,60528,GERMN,Frankfurt a.M.,7
07/04/1995 12:00:00 AM,Vinbæltet 34,08/15/1995 12:00:00 AM,Simons bistro,Denmark,07/14/1995 12:00:00 AM,2,,9.8,10556,1,1734,DENMR,København,1
07/05/1995 12:00:00 AM,"Brook Farm, Stratford St. Mary",08/02/1995 12:00:00 AM,Around the Horn,UK,07/11/1995 12:00:00 AM,1,Essex,72.97,10558,2,CO7 6JX,UKDST,Colchester,1
07/06/1995 12:00:00 AM,"24, place Kléber",08/03/1995 12:00:00 AM,Blondel père et fils,France,07/14/1995 12:00:00 AM,6,,8.05,10559,1,67000,FRANC,Strasbourg,1
07/07/1995 12:00:00 AM,Berliner Platz 43,08/04/1995 12:00:00 AM,Frankenversand,Germany,07/10/1995 12:00:00 AM,8,,36.65,10560,1,80805,GERMN,München,5
07/07/1995 12:00:00 AM,Åkergatan 24,08/04/1995 12:00:00 AM,Folk och fä HB,Sweden,07/10/1995 12:00:00 AM,2,,242.21,10561,2,S-844 67,SWEDN,Bräcke,2
07/10/1995 12:00:00 AM,Strada Provinciale 124,08/07/1995 12:00:00 AM,Reggiani Caseifici,Italy,07/13/1995 12:00:00 AM,1,,22.95,10562,1,42100,ITALY,Reggio Emilia,3
07/11/1995 12:00:00 AM,2817 Milton Dr.,08/08/1995 12:00:00 AM,Rattlesnake Canyon Grocery,USA,07/17/1995 12:00:00 AM,4,NM,13.75,10564,3,87110,USADI,Albuquerque,7
07/11/1995 12:00:00 AM,"Av. Copacabana, 267",08/22/1995 12:00:00 AM,Ricardo Adocicados,Brazil,07/25/1995 12:00:00 AM,2,RJ,60.43,10563,2,02389-890,BRAZL,Rio de Janeiro,7
07/12/1995 12:00:00 AM,43 rue St. Laurent,08/09/1995 12:00:00 AM,Mère Paillarde,Canada,07/19/1995 12:00:00 AM,8,Québec,7.15,10565,2,H1J 1C3,CANAD,Montréal,3
07/13/1995 12:00:00 AM,"24, place Kléber",08/10/1995 12:00:00 AM,Blondel père et fils,France,07/19/1995 12:00:00 AM,9,,88.4,10566,1,67000,FRANC,Strasbourg,1
07/13/1995 12:00:00 AM,8 Johnstown Road,08/10/1995 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,07/18/1995 12:00:00 AM,1,Co. Cork,33.97,10567,1,,IRLND,Cork,1
07/14/1995 12:00:00 AM,"Rambla de Cataluña, 23",08/11/1995 12:00:00 AM,Galería del gastronómo,Spain,08/09/1995 12:00:00 AM,3,,6.54,10568,3,8022,SPAIN,Barcelona,3
07/17/1995 12:00:00 AM,2817 Milton Dr.,08/14/1995 12:00:00 AM,Rattlesnake Canyon Grocery,USA,08/11/1995 12:00:00 AM,5,NM,58.98,10569,1,87110,USADI,Albuquerque,7
07/18/1995 12:00:00 AM,43 rue St. Laurent,08/15/1995 12:00:00 AM,Mère Paillarde,Canada,07/20/1995 12:00:00 AM,3,Québec,188.99,10570,3,H1J 1C3,CANAD,Montréal,3
07/18/1995 12:00:00 AM,Kirchgasse 6,08/29/1995 12:00:00 AM,Ernst Handel,Austria,08/04/1995 12:00:00 AM,8,,26.06,10571,3,8010,AUSTR,Graz,1
07/19/1995 12:00:00 AM,Berguvsvägen  8,08/16/1995 12:00:00 AM,Berglunds snabbköp,Sweden,07/26/1995 12:00:00 AM,3,,116.43,10572,2,S-958 22,SWEDN,Luleå,1
07/20/1995 12:00:00 AM,722 DaVinci Blvd.,08/17/1995 12:00:00 AM,Trail's Head Gourmet Provisioners,USA,07/31/1995 12:00:00 AM,4,WA,37.6,10574,2,98034,USADI,Kirkland,12
07/20/1995 12:00:00 AM,Mataderos  2312,08/17/1995 12:00:00 AM,Antonio Moreno Taquería,Mexico,07/21/1995 12:00:00 AM,7,,84.84,10573,3,05023,MEXIC,México D.F.,2
07/21/1995 12:00:00 AM,Heerstr. 22,08/04/1995 12:00:00 AM,Morgenstern Gesundkost,Germany,07/31/1995 12:00:00 AM,5,,127.34,10575,1,04179,GERMN,Leipzig,8
07/24/1995 12:00:00 AM,722 DaVinci Blvd.,09/04/1995 12:00:00 AM,Trail's Head Gourmet Provisioners,USA,07/31/1995 12:00:00 AM,9,WA,25.41,10577,2,98034,USADI,Kirkland,12
07/24/1995 12:00:00 AM,Avda. Azteca 123,08/07/1995 12:00:00 AM,Tortuga Restaurante,Mexico,07/31/1995 12:00:00 AM,3,,18.56,10576,3,05033,MEXIC,México D.F.,5
07/25/1995 12:00:00 AM,Fauntleroy Circus,08/22/1995 12:00:00 AM,B's Beverages,UK,08/25/1995 12:00:00 AM,4,,29.6,10578,3,EC2 5NT,UKDST,London,2
07/26/1995 12:00:00 AM,"87 Polk St., Suite 5",08/23/1995 12:00:00 AM,Let's Stop N Shop,USA,08/04/1995 12:00:00 AM,1,CA,13.73,10579,2,94117,USADI,San Francisco,4
07/27/1995 12:00:00 AM,Mehrheimerstr. 369,08/24/1995 12:00:00 AM,Ottilies Käseladen,Germany,08/01/1995 12:00:00 AM,4,,75.89,10580,3,50739,GERMN,Köln,9
07/27/1995 12:00:00 AM,"Rua Orós, 92",08/24/1995 12:00:00 AM,Familia Arquibaldo,Brazil,08/02/1995 12:00:00 AM,3,SP,3.01,10581,1,05442-030,BRAZL,São Paulo,2
07/28/1995 12:00:00 AM,Forsterstr. 57,08/25/1995 12:00:00 AM,Blauer See Delikatessen,Germany,08/14/1995 12:00:00 AM,3,,27.71,10582,2,68306,GERMN,Mannheim,2
07/31/1995 12:00:00 AM,"24, place Kléber",08/28/1995 12:00:00 AM,Blondel père et fils,France,08/04/1995 12:00:00 AM,4,,59.14,10584,1,67000,FRANC,Strasbourg,1
07/31/1995 12:00:00 AM,Torikatu 38,08/28/1995 12:00:00 AM,Wartian Herkku,Finland,08/04/1995 12:00:00 AM,2,,7.28,10583,2,90110,FNLND,Oulu,1
08/01/1995 12:00:00 AM,"Rua do Mercado, 12",08/29/1995 12:00:00 AM,Wellington Importadora,Brazil,08/10/1995 12:00:00 AM,7,SP,13.41,10585,1,08737-363,BRAZL,Resende,9
08/02/1995 12:00:00 AM,"Rua da Panificadora, 12",08/30/1995 12:00:00 AM,Que Delícia,Brazil,08/09/1995 12:00:00 AM,1,RJ,62.52,10587,1,02389-673,BRAZL,Rio de Janeiro,5
08/02/1995 12:00:00 AM,Strada Provinciale 124,08/30/1995 12:00:00 AM,Reggiani Caseifici,Italy,08/09/1995 12:00:00 AM,9,,0.48,10586,1,42100,ITALY,Reggio Emilia,3
08/03/1995 12:00:00 AM,Taucherstraße 10,08/31/1995 12:00:00 AM,QUICK-Stop,Germany,08/10/1995 12:00:00 AM,2,,194.67,10588,3,01307,GERMN,Cunewalde,10
08/04/1995 12:00:00 AM,2732 Baker Blvd.,09/01/1995 12:00:00 AM,Great Lakes Food Market,USA,08/14/1995 12:00:00 AM,8,OR,4.42,10589,2,97403,USADI,Eugene,1
08/07/1995 12:00:00 AM,43 rue St. Laurent,09/04/1995 12:00:00 AM,Mère Paillarde,Canada,08/14/1995 12:00:00 AM,4,Québec,44.77,10590,3,H1J 1C3,CANAD,Montréal,3
08/07/1995 12:00:00 AM,Smagsløget 45,08/21/1995 12:00:00 AM,Vaffeljernet,Denmark,08/16/1995 12:00:00 AM,1,,55.92,10591,1,8200,DENMR,Århus,2
08/08/1995 12:00:00 AM,Magazinweg 7,09/05/1995 12:00:00 AM,Lehmanns Marktstand,Germany,08/16/1995 12:00:00 AM,3,,32.1,10592,1,60528,GERMN,Frankfurt a.M.,7
08/09/1995 12:00:00 AM,2743 Bering St.,09/06/1995 12:00:00 AM,Old World Delicatessen,USA,08/16/1995 12:00:00 AM,3,AK,5.24,10594,2,99508,USADI,Anchorage,6
08/09/1995 12:00:00 AM,Magazinweg 7,09/06/1995 12:00:00 AM,Lehmanns Marktstand,Germany,09/13/1995 12:00:00 AM,7,,174.2,10593,2,60528,GERMN,Frankfurt a.M.,7
08/10/1995 12:00:00 AM,Kirchgasse 6,09/07/1995 12:00:00 AM,Ernst Handel,Austria,08/14/1995 12:00:00 AM,2,,96.78,10595,1,8010,AUSTR,Graz,1
08/11/1995 12:00:00 AM,1029 - 12th Ave. S.,09/08/1995 12:00:00 AM,White Clover Markets,USA,09/12/1995 12:00:00 AM,8,WA,16.34,10596,1,98124,USADI,Seattle,13
08/11/1995 12:00:00 AM,Geislweg 14,09/08/1995 12:00:00 AM,Piccolo und mehr,Austria,08/18/1995 12:00:00 AM,7,,35.12,10597,3,5020,AUSTR,Salzburg,2
08/14/1995 12:00:00 AM,2817 Milton Dr.,09/11/1995 12:00:00 AM,Rattlesnake Canyon Grocery,USA,08/18/1995 12:00:00 AM,1,NM,44.42,10598,3,87110,USADI,Albuquerque,7
08/15/1995 12:00:00 AM,Fauntleroy Circus,09/26/1995 12:00:00 AM,B's Beverages,UK,08/21/1995 12:00:00 AM,6,,29.98,10599,3,EC2 5NT,UKDST,London,2
08/16/1995 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,09/27/1995 12:00:00 AM,HILARIÓN-Abastos,Venezuela,08/22/1995 12:00:00 AM,7,Táchira,58.3,10601,1,5022,VENEZ,San Cristóbal,2
08/16/1995 12:00:00 AM,"City Center Plaza, 516 Main St.",09/13/1995 12:00:00 AM,Hungry Coyote Import Store,USA,08/21/1995 12:00:00 AM,4,OR,45.13,10600,1,97827,USADI,Elgin,2
08/17/1995 12:00:00 AM,Smagsløget 45,09/14/1995 12:00:00 AM,Vaffeljernet,Denmark,08/22/1995 12:00:00 AM,8,,2.92,10602,2,8200,DENMR,Århus,2
08/18/1995 12:00:00 AM,187 Suffolk Ln.,09/15/1995 12:00:00 AM,Save-a-lot Markets,USA,09/08/1995 12:00:00 AM,8,ID,48.77,10603,2,83720,USADI,Boise,8
08/18/1995 12:00:00 AM,Jardim das rosas n. 32,09/15/1995 12:00:00 AM,Furia Bacalhau e Frutos do Mar,Portugal,08/29/1995 12:00:00 AM,1,,7.46,10604,1,1675,PORTU,Lisboa,1
08/21/1995 12:00:00 AM,43 rue St. Laurent,09/18/1995 12:00:00 AM,Mère Paillarde,Canada,08/29/1995 12:00:00 AM,1,Québec,379.13,10605,2,H1J 1C3,CANAD,Montréal,3
08/22/1995 12:00:00 AM,187 Suffolk Ln.,09/19/1995 12:00:00 AM,Save-a-lot Markets,USA,08/25/1995 12:00:00 AM,5,ID,200.24,10607,1,83720,USADI,Boise,8
08/22/1995 12:00:00 AM,"Av. Inês de Castro, 414",09/19/1995 12:00:00 AM,Tradição Hipermercados,Brazil,08/31/1995 12:00:00 AM,4,SP,79.4,10606,3,05634-030,BRAZL,São Paulo,8
08/23/1995 12:00:00 AM,Luisenstr. 48,09/20/1995 12:00:00 AM,Toms Spezialitäten,Germany,09/01/1995 12:00:00 AM,4,,27.79,10608,2,44087,GERMN,Münster,11
08/24/1995 12:00:00 AM,"67, rue des Cinquante Otages",09/21/1995 12:00:00 AM,Du monde entier,France,08/30/1995 12:00:00 AM,7,,1.85,10609,2,44000,FRANC,Nantes,3
08/25/1995 12:00:00 AM,1 rue Alsace-Lorraine,09/22/1995 12:00:00 AM,La maison d'Asie,France,09/06/1995 12:00:00 AM,8,,26.78,10610,1,31000,FRANC,Toulouse,7
08/25/1995 12:00:00 AM,ul. Filtrowa 68,09/22/1995 12:00:00 AM,Wolski Zajazd,Poland,09/01/1995 12:00:00 AM,6,,80.65,10611,2,01-012,POLND,Warszawa,1
08/28/1995 12:00:00 AM,187 Suffolk Ln.,09/25/1995 12:00:00 AM,Save-a-lot Markets,USA,09/01/1995 12:00:00 AM,1,ID,544.08,10612,2,83720,USADI,Boise,8
08/29/1995 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,09/26/1995 12:00:00 AM,HILARIÓN-Abastos,Venezuela,09/01/1995 12:00:00 AM,4,Táchira,8.11,10613,2,5022,VENEZ,San Cristóbal,2
08/29/1995 12:00:00 AM,Forsterstr. 57,09/26/1995 12:00:00 AM,Blauer See Delikatessen,Germany,09/01/1995 12:00:00 AM,8,,1.93,10614,3,68306,GERMN,Mannheim,2
08/30/1995 12:00:00 AM,Keskuskatu 45,09/27/1995 12:00:00 AM,Wilman Kala,Finland,09/06/1995 12:00:00 AM,2,,0.75,10615,3,21240,FNLND,Helsinki,2
08/31/1995 12:00:00 AM,2732 Baker Blvd.,09/28/1995 12:00:00 AM,Great Lakes Food Market,USA,09/04/1995 12:00:00 AM,4,OR,18.53,10617,2,97403,USADI,Eugene,1
08/31/1995 12:00:00 AM,2732 Baker Blvd.,09/28/1995 12:00:00 AM,Great Lakes Food Market,USA,09/05/1995 12:00:00 AM,1,OR,116.53,10616,2,97403,USADI,Eugene,1
09/01/1995 12:00:00 AM,43 rue St. Laurent,10/13/1995 12:00:00 AM,Mère Paillarde,Canada,09/08/1995 12:00:00 AM,1,Québec,154.68,10618,1,H1J 1C3,CANAD,Montréal,3
09/04/1995 12:00:00 AM,43 rue St. Laurent,10/02/1995 12:00:00 AM,Mère Paillarde,Canada,09/07/1995 12:00:00 AM,3,Québec,91.05,10619,3,H1J 1C3,CANAD,Montréal,3
09/05/1995 12:00:00 AM,2319 Elm St.,10/03/1995 12:00:00 AM,Laughing Bacchus Wine Cellars,Canada,09/14/1995 12:00:00 AM,2,BC,0.94,10620,3,V3F 2K1,CANAD,Vancouver,2
09/05/1995 12:00:00 AM,"Garden House, Crowther Way",10/03/1995 12:00:00 AM,Island Trading,UK,09/11/1995 12:00:00 AM,4,Isle of Wight,23.73,10621,2,PO31 7PJ,UKDST,Cowes,5
09/06/1995 12:00:00 AM,"Av. Copacabana, 267",10/04/1995 12:00:00 AM,Ricardo Adocicados,Brazil,09/11/1995 12:00:00 AM,4,RJ,50.97,10622,3,02389-890,BRAZL,Rio de Janeiro,7
09/07/1995 12:00:00 AM,55 Grizzly Peak Rd.,10/05/1995 12:00:00 AM,The Cracker Box,USA,09/19/1995 12:00:00 AM,4,MT,94.8,10624,2,59801,USADI,Butte,11
09/07/1995 12:00:00 AM,Berliner Platz 43,10/05/1995 12:00:00 AM,Frankenversand,Germany,09/12/1995 12:00:00 AM,8,,97.18,10623,2,80805,GERMN,München,5
09/08/1995 12:00:00 AM,Avda. de la Constitución 2222,10/06/1995 12:00:00 AM,Ana Trujillo Emparedados y helados,Mexico,09/14/1995 12:00:00 AM,3,,43.9,10625,1,05021,MEXIC,México D.F.,1
09/11/1995 12:00:00 AM,187 Suffolk Ln.,10/23/1995 12:00:00 AM,Save-a-lot Markets,USA,09/21/1995 12:00:00 AM,8,ID,107.46,10627,3,83720,USADI,Boise,8
09/11/1995 12:00:00 AM,Berguvsvägen  8,10/09/1995 12:00:00 AM,Berglunds snabbköp,Sweden,09/20/1995 12:00:00 AM,1,,138.69,10626,2,S-958 22,SWEDN,Luleå,1
09/12/1995 12:00:00 AM,"24, place Kléber",10/10/1995 12:00:00 AM,Blondel père et fils,France,09/20/1995 12:00:00 AM,4,,30.36,10628,3,67000,FRANC,Strasbourg,1
09/12/1995 12:00:00 AM,"C/ Romero, 33",10/10/1995 12:00:00 AM,Godos Cocina Típica,Spain,09/20/1995 12:00:00 AM,4,,85.46,10629,3,41101,SPAIN,Sevilla,4
09/13/1995 12:00:00 AM,Maubelstr. 90,10/11/1995 12:00:00 AM,Königlich Essen,Germany,09/19/1995 12:00:00 AM,1,,32.35,10630,2,14776,GERMN,Brandenburg,6
09/14/1995 12:00:00 AM,1 rue Alsace-Lorraine,10/12/1995 12:00:00 AM,La maison d'Asie,France,09/15/1995 12:00:00 AM,8,,0.87,10631,1,31000,FRANC,Toulouse,7
09/14/1995 12:00:00 AM,Adenauerallee 900,10/12/1995 12:00:00 AM,Die Wandernde Kuh,Germany,09/19/1995 12:00:00 AM,8,,41.38,10632,1,70563,GERMN,Stuttgart,3
09/15/1995 12:00:00 AM,"184, chaussée de Tournai",10/13/1995 12:00:00 AM,Folies gourmandes,France,09/21/1995 12:00:00 AM,4,,487.38,10634,3,59000,FRANC,Lille,4
09/15/1995 12:00:00 AM,Kirchgasse 6,10/13/1995 12:00:00 AM,Ernst Handel,Austria,09/18/1995 12:00:00 AM,7,,477.9,10633,3,8010,AUSTR,Graz,1
09/18/1995 12:00:00 AM,Via Ludovico il Moro 22,10/16/1995 12:00:00 AM,Magazzini Alimentari Riuniti,Italy,09/21/1995 12:00:00 AM,8,,47.46,10635,3,24100,ITALY,Bergamo,2
09/19/1995 12:00:00 AM,"Alameda dos Canàrios, 891",10/17/1995 12:00:00 AM,Queen Cozinha,Brazil,09/26/1995 12:00:00 AM,6,SP,201.29,10637,1,05487-020,BRAZL,São Paulo,6
09/19/1995 12:00:00 AM,Torikatu 38,10/17/1995 12:00:00 AM,Wartian Herkku,Finland,09/26/1995 12:00:00 AM,4,,1.15,10636,1,90110,FNLND,Oulu,1
09/20/1995 12:00:00 AM,Ave. 5 de Mayo Porlamar,10/18/1995 12:00:00 AM,LINO-Delicateses,Venezuela,10/02/1995 12:00:00 AM,3,Nueva Esparta,158.44,10638,1,4980,VENEZ,I. de Margarita,4
09/20/1995 12:00:00 AM,Erling Skakkes gate 78,10/18/1995 12:00:00 AM,Santé Gourmet,Norway,09/27/1995 12:00:00 AM,7,,38.64,10639,3,4110,NORWY,Stavern,1
09/21/1995 12:00:00 AM,Adenauerallee 900,10/19/1995 12:00:00 AM,Die Wandernde Kuh,Germany,09/28/1995 12:00:00 AM,4,,23.55,10640,1,70563,GERMN,Stuttgart,3
09/22/1995 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,10/20/1995 12:00:00 AM,HILARIÓN-Abastos,Venezuela,09/26/1995 12:00:00 AM,4,Táchira,179.61,10641,2,5022,VENEZ,San Cristóbal,2
09/22/1995 12:00:00 AM,Vinbæltet 34,10/20/1995 12:00:00 AM,Simons bistro,Denmark,10/06/1995 12:00:00 AM,7,,41.89,10642,3,1734,DENMR,København,1
